Date,Department,Admissions,Emergency_Cases,ICU_Beds_Total,ICU_Beds_Occupied,General_Beds_Total,General_Beds_Occupied,Doctors_On_Duty,Nurses_On_Duty,Ambulances_Available,Staff_Required,Bed_Occupancy_Percentage
2022-03-04,Cardiology,44,11,50,16,250,117,7,22,6,29,44.33
2022-03-04,Neurology,29,9,50,8,250,80,5,15,4,20,29.33
2022-03-04,Orthopedics,43,15,50,15,250,97,7,21,5,28,37.33
2022-03-04,Pediatrics,39,14,50,14,250,88,6,19,5,25,34.0
2022-03-04,Oncology,27,8,50,9,250,80,5,15,6,20,29.67
2022-03-05,Emergency,91,91,50,26,250,191,15,45,6,60,72.33
2022-03-05,Cardiology,51,12,50,19,250,80,8,25,4,33,33.0
2022-03-05,Neurology,47,11,50,16,250,92,7,23,5,30,36.0
2022-03-05,Orthopedics,48,13,50,15,250,108,8,24,5,32,41.0
2022-03-05,Pediatrics,59,16,50,19,250,102,9,29,5,38,40.33
2022-03-05,Oncology,31,10,50,11,250,85,5,15,4,20,32.0
2022-03-06,Emergency,82,82,50,28,250,181,13,41,6,54,69.67
2022-03-06,Cardiology,49,15,50,17,250,100,8,24,4,32,39.0
2022-03-06,Neurology,42,12,50,9,250,85,7,21,4,28,31.33
2022-03-06,Orthopedics,48,11,50,19,250,99,8,24,6,32,39.33
2022-03-06,Pediatrics,54,15,50,14,250,97,9,27,6,36,37.0
2022-03-06,Oncology,43,11,50,16,250,80,7,21,5,28,32.0
2022-03-07,Emergency,80,80,50,27,250,168,13,40,4,53,65.0
2022-03-07,Cardiology,37,8,50,11,250,80,6,18,6,24,30.33
2022-03-07,Neurology,38,10,50,20,250,80,6,19,5,25,33.33
2022-03-07,Orthopedics,36,9,50,13,250,80,6,18,6,24,31.0
2022-03-07,Pediatrics,50,18,50,16,250,102,8,25,6,33,39.33
2022-03-07,Oncology,30,7,50,8,250,80,5,15,6,20,29.33
2022-03-08,Emergency,78,78,50,24,250,157,13,39,4,52,60.33
2022-03-08,Cardiology,42,13,50,10,250,94,7,21,4,28,34.67
2022-03-08,Neurology,31,7,50,16,250,80,5,15,6,20,32.0
2022-03-08,Orthopedics,37,10,50,13,250,80,6,18,6,24,31.0
2022-03-08,Pediatrics,48,14,50,16,250,81,8,24,5,32,32.33
2022-03-08,Oncology,34,7,50,11,250,80,5,17,5,22,30.33
2022-03-09,Emergency,79,79,50,26,250,172,13,39,4,52,66.0
2022-03-09,Cardiology,38,12,50,10,250,80,6,19,4,25,30.0
2022-03-09,Neurology,38,10,50,15,250,80,6,19,5,25,31.67
2022-03-09,Orthopedics,38,10,50,16,250,82,6,19,4,25,32.67
2022-03-09,Pediatrics,56,21,50,16,250,112,9,28,6,37,42.67
2022-03-09,Oncology,28,7,50,8,250,80,5,15,4,20,29.33
2022-03-10,Emergency,78,78,50,23,250,164,13,39,6,52,62.33
2022-03-10,Cardiology,55,15,50,19,250,97,9,27,5,36,38.67
2022-03-10,Neurology,44,15,50,16,250,80,7,22,4,29,32.0
2022-03-10,Orthopedics,36,13,50,15,250,80,6,18,5,24,31.67
2022-03-10,Pediatrics,39,9,50,15,250,90,6,19,4,25,35.0
2022-03-10,Oncology,24,7,50,11,250,80,5,15,4,20,30.33
2022-03-11,Emergency,79,79,50,28,250,154,13,39,5,52,60.67
2022-03-11,Cardiology,43,12,50,14,250,80,7,21,4,28,31.33
2022-03-11,Neurology,35,10,50,13,250,80,5,17,6,22,31.0
2022-03-11,Orthopedics,41,8,50,15,250,81,6,20,5,26,32.0
2022-03-11,Pediatrics,49,16,50,11,250,80,8,24,4,32,30.33
2022-03-11,Oncology,31,9,50,9,250,80,5,15,6,20,29.67
2022-03-12,Emergency,91,91,50,33,250,179,15,45,4,60,70.67
2022-03-12,Cardiology,55,18,50,21,250,101,9,27,4,36,40.67
2022-03-12,Neurology,48,16,50,21,250,87,8,24,4,32,36.0
2022-03-12,Orthopedics,52,15,50,14,250,108,8,26,4,34,40.67
2022-03-12,Pediatrics,59,17,50,21,250,115,9,29,4,38,45.33
2022-03-12,Oncology,35,9,50,12,250,80,5,17,4,22,30.67
2022-03-13,Emergency,81,81,50,24,250,141,13,40,6,53,55.0
2022-03-13,Cardiology,47,13,50,18,250,87,7,23,4,30,35.0
2022-03-13,Neurology,46,13,50,18,250,96,7,23,4,30,38.0
2022-03-13,Orthopedics,48,16,50,17,250,82,8,24,5,32,33.0
2022-03-13,Pediatrics,60,15,50,25,250,130,10,30,5,40,51.67
2022-03-13,Oncology,40,11,50,16,250,80,6,20,4,26,32.0
2022-03-14,Emergency,80,80,50,30,250,154,13,40,6,53,61.33
2022-03-14,Cardiology,39,9,50,8,250,85,6,19,4,25,31.0
2022-03-14,Neurology,44,16,50,10,250,95,7,22,6,29,35.0
2022-03-14,Orthopedics,39,11,50,8,250,80,6,19,5,25,29.33
2022-03-14,Pediatrics,45,13,50,11,250,95,7,22,6,29,35.33
2022-03-14,Oncology,28,6,50,8,250,80,5,15,6,20,29.33
2022-03-15,Emergency,77,77,50,22,250,158,12,38,6,50,60.0
2022-03-15,Cardiology,40,10,50,17,250,86,6,20,6,26,34.33
2022-03-15,Neurology,37,12,50,9,250,80,6,18,4,24,29.67
2022-03-15,Orthopedics,39,12,50,11,250,83,6,19,4,25,31.33
2022-03-15,Pediatrics,51,9,50,21,250,80,8,25,5,33,33.67
2022-03-15,Oncology,35,9,50,8,250,80,5,17,5,22,29.33
2022-03-16,Emergency,83,83,50,23,250,177,13,41,4,54,66.67
2022-03-16,Cardiology,39,10,50,10,250,86,6,19,5,25,32.0
2022-03-16,Neurology,40,8,50,12,250,80,6,20,5,26,30.67
2022-03-16,Orthopedics,36,14,50,12,250,80,6,18,4,24,30.67
2022-03-16,Pediatrics,46,12,50,12,250,92,7,23,6,30,34.67
2022-03-16,Oncology,22,5,50,8,250,80,5,15,4,20,29.33
2022-03-17,Emergency,76,76,50,23,250,172,12,38,4,50,65.0
2022-03-17,Cardiology,45,9,50,13,250,92,7,22,4,29,35.0
2022-03-17,Neurology,33,11,50,8,250,80,5,16,6,21,29.33
2022-03-17,Orthopedics,42,11,50,13,250,81,7,21,6,28,31.33
2022-03-17,Pediatrics,46,14,50,16,250,91,7,23,6,30,35.67
2022-03-17,Oncology,34,9,50,10,250,80,5,17,5,22,30.0
2022-03-18,Emergency,86,86,50,26,250,179,14,43,4,57,68.33
2022-03-18,Cardiology,45,16,50,17,250,91,7,22,6,29,36.0
2022-03-18,Neurology,35,10,50,11,250,80,5,17,6,22,30.33
2022-03-18,Orthopedics,42,11,50,12,250,80,7,21,6,28,30.67
2022-03-18,Pediatrics,51,16,50,18,250,111,8,25,6,33,43.0
2022-03-18,Oncology,33,10,50,11,250,80,5,16,4,21,30.33
2022-03-19,Emergency,96,96,50,32,250,185,16,48,4,64,72.33
2022-03-19,Cardiology,53,13,50,21,250,105,8,26,5,34,42.0
2022-03-19,Neurology,41,14,50,16,250,80,6,20,6,26,32.0
2022-03-19,Orthopedics,52,15,50,22,250,105,8,26,4,34,42.33
2022-03-19,Pediatrics,57,15,50,21,250,118,9,28,4,37,46.33
2022-03-19,Oncology,36,11,50,12,250,80,6,18,5,24,30.67
2022-03-20,Emergency,81,81,50,30,250,135,13,40,4,53,55.0
2022-03-20,Cardiology,50,17,50,16,250,106,8,25,5,33,40.67
2022-03-20,Neurology,44,13,50,17,250,83,7,22,5,29,33.33
2022-03-20,Orthopedics,45,14,50,18,250,96,7,22,6,29,38.0
2022-03-20,Pediatrics,65,17,50,18,250,120,10,32,6,42,46.0
2022-03-20,Oncology,41,12,50,10,250,89,6,20,5,26,33.0
2022-03-21,Emergency,74,74,50,29,250,176,12,37,4,49,68.33
2022-03-21,Cardiology,45,14,50,14,250,80,7,22,4,29,31.33
2022-03-21,Neurology,35,8,50,8,250,87,5,17,5,22,31.67
2022-03-21,Orthopedics,43,12,50,14,250,95,7,21,6,28,36.33
2022-03-21,Pediatrics,49,15,50,16,250,94,8,24,4,32,36.67
2022-03-21,Oncology,23,6,50,8,250,80,5,15,6,20,29.33
2022-03-22,Emergency,79,79,50,27,250,136,13,39,5,52,54.33
2022-03-22,Cardiology,46,14,50,12,250,93,7,23,6,30,35.0
2022-03-22,Neurology,41,13,50,14,250,80,6,20,4,26,31.33
2022-03-22,Orthopedics,43,13,50,16,250,87,7,21,6,28,34.33
2022-03-22,Pediatrics,53,16,50,20,250,114,8,26,6,34,44.67
2022-03-22,Oncology,24,10,50,9,250,80,5,15,4,20,29.67
2022-03-23,Emergency,77,77,50,29,250,151,12,38,4,50,60.0
2022-03-23,Cardiology,50,12,50,15,250,102,8,25,4,33,39.0
2022-03-23,Neurology,39,12,50,16,250,80,6,19,4,25,32.0
2022-03-23,Orthopedics,40,12,50,14,250,82,6,20,5,26,32.0
2022-03-23,Pediatrics,52,16,50,18,250,95,8,26,5,34,37.67
2022-03-23,Oncology,31,9,50,17,250,80,5,15,6,20,32.33
2022-03-24,Emergency,81,81,50,31,250,162,13,40,4,53,64.33
2022-03-24,Cardiology,43,13,50,12,250,82,7,21,4,28,31.33
2022-03-24,Neurology,38,13,50,14,250,88,6,19,6,25,34.0
2022-03-24,Orthopedics,40,17,50,15,250,80,6,20,6,26,31.67
2022-03-24,Pediatrics,47,12,50,19,250,90,7,23,5,30,36.33
2022-03-24,Oncology,31,10,50,8,250,80,5,15,5,20,29.33
2022-03-25,Emergency,80,80,50,29,250,163,13,40,6,53,64.0
2022-03-25,Cardiology,47,12,50,14,250,84,7,23,5,30,32.67
2022-03-25,Neurology,43,14,50,16,250,98,7,21,4,28,38.0
2022-03-25,Orthopedics,35,9,50,10,250,80,5,17,6,22,30.0
2022-03-25,Pediatrics,45,12,50,12,250,93,7,22,4,29,35.0
2022-03-25,Oncology,33,10,50,13,250,80,5,16,6,21,31.0
2022-03-26,Emergency,96,96,50,34,250,173,16,48,4,64,69.0
2022-03-26,Cardiology,45,13,50,15,250,85,7,22,4,29,33.33
2022-03-26,Neurology,53,16,50,20,250,96,8,26,5,34,38.67
2022-03-26,Orthopedics,50,15,50,11,250,98,8,25,5,33,36.33
2022-03-26,Pediatrics,57,16,50,17,250,108,9,28,4,37,41.67
2022-03-26,Oncology,40,13,50,17,250,80,6,20,4,26,32.33
2022-03-27,Emergency,86,86,50,31,250,178,14,43,4,57,69.67
2022-03-27,Cardiology,56,18,50,23,250,129,9,28,5,37,50.67
2022-03-27,Neurology,42,12,50,14,250,83,7,21,6,28,32.33
2022-03-27,Orthopedics,44,13,50,13,250,88,7,22,4,29,33.67
2022-03-27,Pediatrics,54,14,50,19,250,109,9,27,4,36,42.67
2022-03-27,Oncology,48,14,50,18,250,85,8,24,6,32,34.33
2022-03-28,Emergency,74,74,50,30,250,138,12,37,4,49,56.0
2022-03-28,Cardiology,44,13,50,12,250,84,7,22,6,29,32.0
2022-03-28,Neurology,42,10,50,10,250,93,7,21,5,28,34.33
2022-03-28,Orthopedics,39,8,50,11,250,80,6,19,6,25,30.33
2022-03-28,Pediatrics,54,14,50,18,250,114,9,27,6,36,44.0
2022-03-28,Oncology,36,8,50,13,250,80,6,18,5,24,31.0
2022-03-29,Emergency,84,84,50,31,250,144,14,42,4,56,58.33
2022-03-29,Cardiology,45,13,50,17,250,97,7,22,6,29,38.0
2022-03-29,Neurology,40,11,50,8,250,80,6,20,4,26,29.33
2022-03-29,Orthopedics,37,12,50,15,250,80,6,18,6,24,31.67
2022-03-29,Pediatrics,37,8,50,18,250,80,6,18,5,24,32.67
2022-03-29,Oncology,36,10,50,15,250,80,6,18,5,24,31.67
2022-03-30,Emergency,81,81,50,29,250,168,13,40,4,53,65.67
2022-03-30,Cardiology,48,11,50,18,250,107,8,24,5,32,41.67
2022-03-30,Neurology,42,11,50,18,250,93,7,21,4,28,37.0
2022-03-30,Orthopedics,38,10,50,12,250,80,6,19,4,25,30.67
2022-03-30,Pediatrics,46,8,50,14,250,95,7,23,6,30,36.33
2022-03-30,Oncology,39,11,50,17,250,80,6,19,4,25,32.33
2022-03-31,Emergency,83,83,50,29,250,179,13,41,6,54,69.33
2022-03-31,Cardiology,46,14,50,15,250,96,7,23,4,30,37.0
2022-03-31,Neurology,46,13,50,17,250,104,7,23,4,30,40.33
2022-03-31,Orthopedics,42,7,50,16,250,80,7,21,6,28,32.0
2022-03-31,Pediatrics,55,16,50,22,250,100,9,27,6,36,40.67
2022-03-31,Oncology,33,9,50,10,250,80,5,16,6,21,30.0
2022-04-01,Emergency,91,91,50,34,250,192,15,45,6,60,75.33
2022-04-01,Cardiology,50,14,50,11,250,98,8,25,6,33,36.33
2022-04-01,Neurology,41,10,50,13,250,80,6,20,5,26,31.0
2022-04-01,Orthopedics,44,14,50,17,250,87,7,22,6,29,34.67
2022-04-01,Pediatrics,50,12,50,10,250,101,8,25,4,33,37.0
2022-04-01,Oncology,36,13,50,17,250,80,6,18,6,24,32.33
2022-04-02,Emergency,86,86,50,31,250,197,14,43,5,57,76.0
2022-04-02,Cardiology,57,16,50,17,250,121,9,28,6,37,46.0
2022-04-02,Neurology,41,11,50,14,250,97,6,20,6,26,37.0
2022-04-02,Orthopedics,40,13,50,11,250,80,6,20,4,26,30.33
2022-04-02,Pediatrics,57,16,50,22,250,98,9,28,5,37,40.0
2022-04-02,Oncology,42,11,50,9,250,90,7,21,6,28,33.0
2022-04-03,Emergency,92,92,50,32,250,164,15,46,5,61,65.33
2022-04-03,Cardiology,46,14,50,13,250,80,7,23,6,30,31.0
2022-04-03,Neurology,44,12,50,13,250,93,7,22,5,29,35.33
2022-04-03,Orthopedics,53,16,50,16,250,97,8,26,5,34,37.67
2022-04-03,Pediatrics,51,15,50,16,250,80,8,25,5,33,32.0
2022-04-03,Oncology,36,13,50,8,250,80,6,18,4,24,29.33
2022-04-04,Emergency,84,84,50,33,250,160,14,42,6,56,64.33
2022-04-04,Cardiology,47,9,50,10,250,91,7,23,5,30,33.67
2022-04-04,Neurology,44,12,50,15,250,99,7,22,6,29,38.0
2022-04-04,Orthopedics,39,11,50,19,250,80,6,19,5,25,33.0
2022-04-04,Pediatrics,54,14,50,19,250,105,9,27,4,36,41.33
2022-04-04,Oncology,28,8,50,12,250,80,5,15,4,20,30.67
2022-04-05,Emergency,80,80,50,29,250,150,13,40,5,53,59.67
2022-04-05,Cardiology,48,19,50,15,250,91,8,24,6,32,35.33
2022-04-05,Neurology,41,13,50,12,250,80,6,20,5,26,30.67
2022-04-05,Orthopedics,38,10,50,13,250,85,6,19,4,25,32.67
2022-04-05,Pediatrics,47,10,50,10,250,81,7,23,6,30,30.33
2022-04-05,Oncology,31,6,50,8,250,80,5,15,4,20,29.33
2022-04-06,Emergency,78,78,50,31,250,162,13,39,4,52,64.33
2022-04-06,Cardiology,43,12,50,16,250,91,7,21,5,28,35.67
2022-04-06,Neurology,34,10,50,8,250,80,5,17,5,22,29.33
2022-04-06,Orthopedics,40,15,50,11,250,82,6,20,4,26,31.0
2022-04-06,Pediatrics,49,14,50,16,250,99,8,24,6,32,38.33
2022-04-06,Oncology,37,11,50,15,250,80,6,18,5,24,31.67
2022-04-07,Emergency,83,83,50,26,250,176,13,41,6,54,67.33
2022-04-07,Cardiology,44,8,50,13,250,100,7,22,5,29,37.67
2022-04-07,Neurology,40,12,50,17,250,84,6,20,4,26,33.67
2022-04-07,Orthopedics,45,16,50,16,250,99,7,22,5,29,38.33
2022-04-07,Pediatrics,48,13,50,21,250,98,8,24,6,32,39.67
2022-04-07,Oncology,32,8,50,11,250,80,5,16,4,21,30.33
2022-04-08,Emergency,82,82,50,23,250,161,13,41,4,54,61.33
2022-04-08,Cardiology,44,9,50,21,250,94,7,22,4,29,38.33
2022-04-08,Neurology,37,10,50,16,250,80,6,18,6,24,32.0
2022-04-08,Orthopedics,44,13,50,15,250,86,7,22,5,29,33.67
2022-04-08,Pediatrics,54,14,50,14,250,114,9,27,4,36,42.67
2022-04-08,Oncology,33,10,50,10,250,80,5,16,4,21,30.0
2022-04-09,Emergency,87,87,50,28,250,170,14,43,5,57,66.0
2022-04-09,Cardiology,45,14,50,10,250,88,7,22,5,29,32.67
2022-04-09,Neurology,44,9,50,16,250,84,7,22,6,29,33.33
2022-04-09,Orthopedics,53,18,50,23,250,109,8,26,5,34,44.0
2022-04-09,Pediatrics,58,20,50,25,250,127,9,29,4,38,50.67
2022-04-09,Oncology,40,12,50,8,250,84,6,20,5,26,30.67
2022-04-10,Emergency,96,96,50,35,250,206,16,48,4,64,80.33
2022-04-10,Cardiology,52,16,50,15,250,94,8,26,4,34,36.33
2022-04-10,Neurology,50,17,50,14,250,109,8,25,4,33,41.0
2022-04-10,Orthopedics,51,16,50,20,250,102,8,25,4,33,40.67
2022-04-10,Pediatrics,63,19,50,23,250,117,10,31,6,41,46.67
2022-04-10,Oncology,41,13,50,9,250,80,6,20,4,26,29.67
2022-04-11,Emergency,84,84,50,30,250,148,14,42,5,56,59.33
2022-04-11,Cardiology,42,15,50,14,250,86,7,21,6,28,33.33
2022-04-11,Neurology,42,10,50,11,250,82,7,21,5,28,31.0
2022-04-11,Orthopedics,36,7,50,15,250,80,6,18,6,24,31.67
2022-04-11,Pediatrics,48,10,50,14,250,95,8,24,6,32,36.33
2022-04-11,Oncology,28,11,50,8,250,80,5,15,5,20,29.33
2022-04-12,Emergency,85,85,50,30,250,164,14,42,5,56,64.67
2022-04-12,Cardiology,50,17,50,15,250,99,8,25,6,33,38.0
2022-04-12,Neurology,38,9,50,13,250,80,6,19,6,25,31.0
2022-04-12,Orthopedics,46,13,50,15,250,98,7,23,4,30,37.67
2022-04-12,Pediatrics,47,15,50,16,250,84,7,23,5,30,33.33
2022-04-12,Oncology,37,10,50,17,250,80,6,18,4,24,32.33
2022-04-13,Emergency,80,80,50,35,250,149,13,40,6,53,61.33
2022-04-13,Cardiology,45,16,50,13,250,89,7,22,6,29,34.0
2022-04-13,Neurology,35,11,50,9,250,80,5,17,4,22,29.67
2022-04-13,Orthopedics,37,9,50,11,250,80,6,18,4,24,30.33
2022-04-13,Pediatrics,48,14,50,15,250,93,8,24,4,32,36.0
2022-04-13,Oncology,29,10,50,14,250,80,5,15,6,20,31.33
2022-04-14,Emergency,81,81,50,27,250,165,13,40,6,53,64.0
2022-04-14,Cardiology,46,10,50,17,250,104,7,23,4,30,40.33
2022-04-14,Neurology,36,12,50,10,250,80,6,18,4,24,30.0
2022-04-14,Orthopedics,34,9,50,15,250,80,5,17,6,22,31.67
2022-04-14,Pediatrics,44,11,50,15,250,84,7,22,4,29,33.0
2022-04-14,Oncology,35,11,50,12,250,80,5,17,4,22,30.67
2022-04-15,Emergency,76,76,50,29,250,140,12,38,6,50,56.33
2022-04-15,Cardiology,49,15,50,16,250,102,8,24,6,32,39.33
2022-04-15,Neurology,26,8,50,8,250,80,5,15,6,20,29.33
2022-04-15,Orthopedics,41,10,50,13,250,82,6,20,6,26,31.67
2022-04-15,Pediatrics,50,15,50,20,250,89,8,25,6,33,36.33
2022-04-15,Oncology,36,7,50,13,250,80,6,18,5,24,31.0
2022-04-16,Emergency,86,86,50,27,250,170,14,43,5,57,65.67
2022-04-16,Cardiology,47,11,50,12,250,111,7,23,4,30,41.0
2022-04-16,Neurology,43,12,50,13,250,80,7,21,4,28,31.0
2022-04-16,Orthopedics,59,20,50,18,250,124,9,29,4,38,47.33
2022-04-16,Pediatrics,54,12,50,21,250,119,9,27,4,36,46.67
2022-04-16,Oncology,37,10,50,15,250,80,6,18,6,24,31.67
2022-04-17,Emergency,86,86,50,25,250,173,14,43,4,57,66.0
2022-04-17,Cardiology,47,15,50,17,250,101,7,23,5,30,39.33
2022-04-17,Neurology,49,13,50,12,250,92,8,24,6,32,34.67
2022-04-17,Orthopedics,47,12,50,10,250,111,7,23,5,30,40.33
2022-04-17,Pediatrics,60,19,50,23,250,125,10,30,5,40,49.33
2022-04-17,Oncology,38,10,50,21,250,81,6,19,5,25,34.0
2022-04-18,Emergency,77,77,50,28,250,143,12,38,4,50,57.0
2022-04-18,Cardiology,41,13,50,17,250,85,6,20,6,26,34.0
2022-04-18,Neurology,37,11,50,12,250,80,6,18,6,24,30.67
2022-04-18,Orthopedics,47,13,50,14,250,88,7,23,4,30,34.0
2022-04-18,Pediatrics,53,17,50,20,250,103,8,26,6,34,41.0
2022-04-18,Oncology,29,8,50,13,250,80,5,15,6,20,31.0
2022-04-19,Emergency,75,75,50,23,250,151,12,37,4,49,58.0
2022-04-19,Cardiology,36,11,50,8,250,80,6,18,5,24,29.33
2022-04-19,Neurology,36,9,50,10,250,80,6,18,6,24,30.0
2022-04-19,Orthopedics,35,12,50,14,250,80,5,17,6,22,31.33
2022-04-19,Pediatrics,43,13,50,17,250,80,7,21,4,28,32.33
2022-04-19,Oncology,31,12,50,16,250,80,5,15,6,20,32.0
2022-04-20,Emergency,89,89,50,28,250,187,14,44,5,58,71.67
2022-04-20,Cardiology,40,12,50,13,250,85,6,20,6,26,32.67
2022-04-20,Neurology,38,13,50,13,250,80,6,19,6,25,31.0
2022-04-20,Orthopedics,43,14,50,13,250,80,7,21,4,28,31.0
2022-04-20,Pediatrics,47,12,50,18,250,103,7,23,6,30,40.33
2022-04-20,Oncology,37,13,50,13,250,80,6,18,6,24,31.0
2022-04-21,Emergency,85,85,50,29,250,171,14,42,6,56,66.67
2022-04-21,Cardiology,40,9,50,15,250,80,6,20,4,26,31.67
2022-04-21,Neurology,49,12,50,13,250,103,8,24,4,32,38.67
2022-04-21,Orthopedics,41,13,50,8,250,80,6,20,5,26,29.33
2022-04-21,Pediatrics,45,9,50,16,250,80,7,22,4,29,32.0
2022-04-21,Oncology,29,7,50,11,250,80,5,15,6,20,30.33
2022-04-22,Emergency,82,82,50,30,250,175,13,41,5,54,68.33
2022-04-22,Cardiology,45,14,50,16,250,86,7,22,4,29,34.0
2022-04-22,Neurology,36,9,50,13,250,80,6,18,6,24,31.0
2022-04-22,Orthopedics,38,10,50,11,250,80,6,19,6,25,30.33
2022-04-22,Pediatrics,53,16,50,15,250,114,8,26,4,34,43.0
2022-04-22,Oncology,25,9,50,8,250,80,5,15,6,20,29.33
2022-04-23,Emergency,87,87,50,33,250,174,14,43,5,57,69.0
2022-04-23,Cardiology,54,15,50,24,250,107,9,27,4,36,43.67
2022-04-23,Neurology,36,11,50,18,250,87,6,18,6,24,35.0
2022-04-23,Orthopedics,45,15,50,13,250,92,7,22,6,29,35.0
2022-04-23,Pediatrics,52,14,50,16,250,112,8,26,4,34,42.67
2022-04-23,Oncology,40,9,50,13,250,80,6,20,5,26,31.0
2022-04-24,Emergency,90,90,50,35,250,190,15,45,5,60,75.0
2022-04-24,Cardiology,41,8,50,18,250,80,6,20,5,26,32.67
2022-04-24,Neurology,42,15,50,18,250,84,7,21,6,28,34.0
2022-04-24,Orthopedics,48,14,50,21,250,100,8,24,6,32,40.33
2022-04-24,Pediatrics,60,20,50,17,250,127,10,30,5,40,48.0
2022-04-24,Oncology,37,6,50,8,250,80,6,18,6,24,29.33
2022-04-25,Emergency,81,81,50,28,250,163,13,40,4,53,63.67
2022-04-25,Cardiology,39,11,50,14,250,80,6,19,4,25,31.33
2022-04-25,Neurology,37,7,50,17,250,80,6,18,4,24,32.33
2022-04-25,Orthopedics,41,14,50,14,250,81,6,20,5,26,31.67
2022-04-25,Pediatrics,46,14,50,17,250,84,7,23,6,30,33.67
2022-04-25,Oncology,28,12,50,9,250,80,5,15,5,20,29.67
2022-04-26,Emergency,78,78,50,28,250,142,13,39,4,52,56.67
2022-04-26,Cardiology,49,15,50,21,250,100,8,24,5,32,40.33
2022-04-26,Neurology,42,13,50,19,250,83,7,21,6,28,34.0
2022-04-26,Orthopedics,39,10,50,10,250,101,6,19,5,25,37.0
2022-04-26,Pediatrics,52,14,50,21,250,110,8,26,5,34,43.67
2022-04-26,Oncology,24,6,50,8,250,80,5,15,4,20,29.33
2022-04-27,Emergency,83,83,50,28,250,173,13,41,6,54,67.0
2022-04-27,Cardiology,42,11,50,15,250,93,7,21,6,28,36.0
2022-04-27,Neurology,34,8,50,15,250,80,5,17,5,22,31.67
2022-04-27,Orthopedics,38,7,50,9,250,91,6,19,4,25,33.33
2022-04-27,Pediatrics,50,13,50,16,250,100,8,25,4,33,38.67
2022-04-27,Oncology,25,5,50,9,250,80,5,15,4,20,29.67
2022-04-28,Emergency,81,81,50,24,250,165,13,40,5,53,63.0
2022-04-28,Cardiology,45,13,50,15,250,81,7,22,6,29,32.0
2022-04-28,Neurology,36,13,50,12,250,80,6,18,4,24,30.67
2022-04-28,Orthopedics,41,11,50,15,250,87,6,20,4,26,34.0
2022-04-28,Pediatrics,52,18,50,21,250,94,8,26,6,34,38.33
2022-04-28,Oncology,30,8,50,8,250,80,5,15,5,20,29.33
2022-04-29,Emergency,76,76,50,24,250,148,12,38,6,50,57.33
2022-04-29,Cardiology,44,18,50,15,250,85,7,22,4,29,33.33
2022-04-29,Neurology,36,11,50,13,250,92,6,18,6,24,35.0
2022-04-29,Orthopedics,44,13,50,10,250,95,7,22,6,29,35.0
2022-04-29,Pediatrics,53,14,50,18,250,88,8,26,6,34,35.33
2022-04-29,Oncology,35,9,50,8,250,80,5,17,5,22,29.33
2022-04-30,Emergency,84,84,50,27,250,175,14,42,4,56,67.33
2022-04-30,Cardiology,48,14,50,19,250,108,8,24,4,32,42.33
2022-04-30,Neurology,42,14,50,12,250,102,7,21,4,28,38.0
2022-04-30,Orthopedics,54,14,50,24,250,113,9,27,5,36,45.67
2022-04-30,Pediatrics,52,14,50,20,250,114,8,26,4,34,44.67
2022-04-30,Oncology,38,12,50,13,250,80,6,19,6,25,31.0
2022-05-01,Emergency,83,83,50,29,250,178,13,41,4,54,69.0
2022-05-01,Cardiology,54,16,50,21,250,101,9,27,4,36,40.67
2022-05-01,Neurology,44,11,50,11,250,91,7,22,4,29,34.0
2022-05-01,Orthopedics,51,16,50,18,250,107,8,25,5,33,41.67
2022-05-01,Pediatrics,56,17,50,17,250,115,9,28,5,37,44.0
2022-05-01,Oncology,36,10,50,10,250,80,6,18,4,24,30.0
2022-05-02,Emergency,74,74,50,29,250,158,12,37,4,49,62.33
2022-05-02,Cardiology,51,14,50,26,250,99,8,25,4,33,41.67
2022-05-02,Neurology,37,10,50,14,250,82,6,18,6,24,32.0
2022-05-02,Orthopedics,47,14,50,17,250,84,7,23,4,30,33.67
2022-05-02,Pediatrics,50,14,50,15,250,92,8,25,6,33,35.67
2022-05-02,Oncology,29,5,50,8,250,80,5,15,6,20,29.33
2022-05-03,Emergency,80,80,50,29,250,166,13,40,4,53,65.0
2022-05-03,Cardiology,44,11,50,13,250,80,7,22,6,29,31.0
2022-05-03,Neurology,31,11,50,12,250,80,5,15,5,20,30.67
2022-05-03,Orthopedics,43,9,50,17,250,87,7,21,4,28,34.67
2022-05-03,Pediatrics,51,16,50,14,250,87,8,25,4,33,33.67
2022-05-03,Oncology,32,10,50,8,250,80,5,16,6,21,29.33
2022-05-04,Emergency,75,75,50,25,250,136,12,37,6,49,53.67
2022-05-04,Cardiology,40,12,50,10,250,80,6,20,6,26,30.0
2022-05-04,Neurology,40,9,50,13,250,90,6,20,5,26,34.33
2022-05-04,Orthopedics,38,13,50,12,250,87,6,19,4,25,33.0
2022-05-04,Pediatrics,50,14,50,18,250,103,8,25,6,33,40.33
2022-05-04,Oncology,28,8,50,9,250,80,5,15,6,20,29.67
2022-05-05,Emergency,74,74,50,28,250,152,12,37,5,49,60.0
2022-05-05,Cardiology,48,18,50,19,250,110,8,24,4,32,43.0
2022-05-05,Neurology,36,7,50,8,250,80,6,18,6,24,29.33
2022-05-05,Orthopedics,36,10,50,14,250,80,6,18,4,24,31.33
2022-05-05,Pediatrics,46,16,50,12,250,100,7,23,4,30,37.33
